City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,alice springs,-23.7,133.8833,32.75,38,40,3.6,AU,1733305507
290,askoy,60.4092,5.226,3.16,38,40,7.2,NO,1733305508
291,sao felix do xingu,-6.6447,-51.995,22.31,99,100,0.46,BR,1733305509
292,mahalapye,-23.1041,26.8142,38.92,9,1,4.61,BW,1733305510
293,ballina,-28.8667,153.5667,24.08,91,97,6.1,AU,1733305511
294,molde,62.7375,7.1591,-3.09,86,0,3.6,NO,1733305512
295,taskent,41.2646,69.2163,1.97,93,100,1.03,UZ,1733305470
296,al hada,21.3675,40.2869,21.66,60,42,4.54,SA,1733305515
297,novyy urengoy,66.0833,76.6333,-10.03,95,61,3.65,RU,1733305516
298,barvinkove,48.9097,37.0205,2.23,75,99,4.67,UA,1733305517
299,stara zagora,42.4328,25.6419,7.87,73,88,1.01,BG,1733305518
300,wenceslau braz,-23.8739,-49.8028,18.08,95,100,5.79,BR,1733305519
301,pinarhisar,41.6242,27.52,8.15,82,100,2.78,TR,1733305520
302,newman,37.3138,-121.0208,10.55,63,2,1.13,US,1733305521
303,keflavik,64.0049,-22.5624,1.24,86,75,3.6,IS,1733305522
304,anar darah,32.7587,61.654,14.67,23,6,1.77,AF,1733305523
305,moussoro,13.6408,16.4901,28.27,13,3,5.72,TD,1733305524
306,tinogasta,-28.0632,-67.5649,17.44,63,0,1.85,AR,1733305525
307,bardai,11.65,7.2333,24.38,16,57,7.56,NG,1733305526
308,ust-nera,64.5667,143.2,-19.83,99,99,0.25,RU,1733305527
309,gisborne,-38.6533,178.0042,17.64,77,53,2.51,NZ,1733305529
310,strezhevoy,60.7333,77.5889,0.17,95,100,4.16,RU,1733305530
311,lokhvytsya,50.3678,33.2602,0.11,78,9,1.95,UA,1733305532
312,brak,27.5496,14.2714,18.07,31,81,0.84,LY,1733305533
313,berezovyy,51.6667,135.7,-25.86,100,100,1.39,RU,1733305534
314,bayganin,48.6947,55.8742,-0.26,66,94,1.67,KZ,1733305535
315,kidal,18.4411,1.4078,25.15,13,97,6.7,ML,1733305536
316,timbuktu,16.7735,-3.0074,25.87,11,100,5.95,ML,1733305537
317,nikolayevsk-on-amure,53.1406,140.73,-26.38,98,14,1.47,RU,1733305538
318,maintirano,-18.0667,44.0167,29.68,60,32,6.07,MG,1733305541
319,santa catarina mita,14.45,-89.75,15.83,87,100,3.69,GT,1733305544
320,karratha,-20.7377,116.8463,29.29,53,2,10.83,AU,1733305545
321,riosucio,5.4216,-75.7032,15.85,99,98,0.32,CO,1733305546
322,yasnyy,51.0333,59.8742,-3.96,96,84,3.91,RU,1733305547
323,caohe,30.2297,115.4335,12.67,68,82,4.85,CN,1733305551
324,atherton,53.5237,-2.4935,5.25,97,55,0.45,GB,1733305552
325,arraial do cabo,-22.9661,-42.0278,23.92,94,40,3.6,BR,1733305553
326,amparafaravola,-17.5833,48.2167,27.44,49,100,2.82,MG,1733305555
327,nouadhibou,20.931,-17.0347,19.99,37,0,4.12,MR,1733305556
328,lospalos,-8.5186,127.0025,24.49,84,100,0.17,TL,1733305557
329,moratalla,38.1893,-1.8918,12.22,67,69,10.56,ES,1733305558
330,tumayr,25.7039,45.868,25.99,25,7,7.73,SA,1733305559
331,coronel dorrego,-38.7187,-61.2873,16.23,42,4,7.16,AR,1733305560
332,mount gambier,-37.8333,140.7667,14.48,84,0,2.04,AU,1733305562
333,tapes,-30.6733,-51.3958,18.23,63,5,2.37,BR,1733305480
334,ebon,4.582,168.6964,28.75,78,11,7.64,MH,1733305564
335,arhribs,36.7936,4.3116,11.23,97,100,2.66,DZ,1733305565
336,yorkton,51.2167,-102.4677,-15.09,78,100,10.29,CA,1733305566
337,miri,4.4148,114.0089,30.08,74,40,1.03,MY,1733305567
338,natal,-5.795,-35.2094,27.36,83,75,4.12,BR,1733305298
339,maisi,43.0395,41.2621,9.71,44,0,1.01,GE,1733305569
340,kongwa,-6.2,36.4167,27.22,49,66,3.99,TZ,1733305570
341,papao,-17.75,-149.55,24.82,75,28,6.24,PF,1733305571
342,chu,43.5983,73.7614,6.5,54,4,0.15,KZ,1733305572
343,williams lake,52.1415,-122.1445,1.76,94,100,4.12,CA,1733305573
344,solok,-0.7918,100.6593,23.31,82,99,2.08,ID,1733305575
345,kapa'a,22.0752,-159.319,21.22,83,0,3.09,US,1733305576
346,poso,-1.3959,120.7524,27.5,82,100,0.71,ID,1733305577
347,cozumel,20.5083,-86.9458,23.19,58,96,7.91,MX,1733305497
348,sanibel,26.449,-82.0223,8.9,78,0,2.68,US,1733305579
349,srivardhan,18.0333,73.0167,30.22,62,78,4.49,IN,1733305580
350,shiguai,40.7058,110.2856,-2.98,65,38,5.14,CN,1733305581
351,ostseebad binz,54.3999,13.6105,3.96,96,99,8.86,DE,1733305582
352,ciudad bolivar,8.1222,-63.5497,23.67,91,66,3.25,VE,1733305583
353,lata,40.1629,-8.3327,12.15,83,100,1.95,PT,1733305584
354,feodosiya,45.0333,35.3833,6.86,71,66,4.66,UA,1733305585
355,port blair,11.6667,92.75,30.02,70,75,4.12,IN,1733305331
356,slonim,53.0867,25.3219,1.83,83,85,2.37,BY,1733305588
357,ugoofaaru,5.6667,73.0,27.98,68,85,4.67,MV,1733305589
358,antalaha,-14.9003,50.2788,28.33,63,18,4.45,MG,1733305590
359,borodinskiy,53.9986,37.8179,-2.01,88,98,3.44,RU,1733305591
360,chipiona,36.7366,-6.437,15.12,82,75,6.17,ES,1733305592
361,fort bragg,35.139,-79.006,-4.0,78,0,0.0,US,1733305593
362,melfort,52.8667,-104.6177,-15.93,78,100,6.69,CA,1733305594
363,kavieng,-2.5744,150.7967,28.25,78,29,5.91,PG,1733305595
364,ruelle-sur-touvre,45.6833,0.2333,2.37,100,100,1.54,FR,1733305596
365,aland,17.5667,76.5667,28.8,50,76,2.4,IN,1733305597
366,shache,38.4167,77.2406,5.78,26,0,2.05,CN,1733305598
367,sitka,57.0531,-135.33,6.94,100,75,1.54,US,1733305600
368,chegdomyn,51.1167,133.0167,-22.75,99,100,0.77,RU,1733305601
369,zakamensk,50.3741,103.2863,-12.06,92,100,0.38,RU,1733305602
370,gharyan,32.1722,13.0203,17.36,37,1,6.07,LY,1733305603
371,champerico,14.3,-91.9167,24.21,68,49,2.72,GT,1733305604
372,tarawa,1.419,172.984,29.05,74,20,5.14,KI,1733305605
373,la'ie,21.6477,-157.9253,22.98,79,63,2.5,US,1733305606
374,cidreira,-30.1811,-50.2056,19.45,57,25,2.92,BR,1733305607
375,dadukou,26.5479,101.7054,16.34,59,16,0.94,CN,1733305608
376,muisne,0.6,-80.0333,23.58,85,100,4.49,EC,1733305609
377,qoryooley,1.7878,44.53,34.27,31,36,6.15,SO,1733305612
378,manay,7.215,126.5397,25.18,86,96,3.46,PH,1733305613
379,suva,-18.1416,178.4415,25.71,100,75,0.0,FJ,1733305615
380,idabel,33.8957,-94.8263,1.97,93,100,2.57,US,1733305616
381,neuenhof,47.45,8.3167,4.94,93,75,3.6,CH,1733305617
382,bodo,67.28,14.405,0.02,59,0,8.23,NO,1733305618
383,soio,-6.1349,12.3689,25.25,86,100,3.77,AO,1733305619
384,soc trang,9.6033,105.98,24.58,93,98,2.62,VN,1733305620
385,labytnangi,66.6572,66.4183,-8.27,96,100,0.69,RU,1733305622
386,filingue,14.3521,3.3168,27.06,11,57,7.3,NE,1733305623
387,el granada,37.5027,-122.4694,13.53,70,0,1.54,US,1733305624
388,zouerate,22.7187,-12.4521,21.04,18,100,5.35,MR,1733305537
389,qamdo,31.1667,97.2333,3.38,21,20,2.59,CN,1733305626
390,uturoa,-16.7333,-151.4333,27.45,76,72,5.73,PF,1733305627
391,murghob,38.1702,73.9667,-12.26,56,8,1.74,TJ,1733305628
392,kralendijk,12.15,-68.2667,25.99,89,75,6.17,BQ,1733305629
393,kovdor,67.5662,30.4758,-14.05,92,21,2.21,RU,1733305630
394,bel ombre,-4.6167,55.4167,27.91,74,75,4.63,SC,1733305631
395,minas de marcona,-15.2119,-75.1103,14.9,89,98,3.08,PE,1733305632
396,kristiansund,63.1115,7.732,0.36,51,0,4.12,NO,1733305634
397,westhill,57.1526,-2.2797,0.11,93,47,1.54,GB,1733305635
398,axim,4.8699,-2.2405,29.87,63,52,0.53,GH,1733305636
399,ola,59.5833,151.2833,-9.79,75,28,4.53,RU,1733305637
400,chos malal,-37.3781,-70.2709,14.19,33,0,3.06,AR,1733305638
401,labrador city,52.9463,-66.9114,-16.05,85,100,1.03,CA,1733305382
402,pangkalpinang,-2.1333,106.1333,29.82,66,100,1.2,ID,1733305640
403,sao gabriel da cachoeira,-0.1303,-67.0892,22.16,99,100,0.45,BR,1733305641
404,kenai,60.5544,-151.2583,3.41,89,100,5.66,US,1733305516
405,lobujya,27.95,86.8167,-7.49,35,0,2.87,NP,1733305644
406,brookings,44.3114,-96.7984,0.66,88,100,6.69,US,1733305646
407,pantai remis,4.4557,100.6288,28.01,93,100,0.63,MY,1733305647
408,grand baie,-20.0182,57.5802,29.13,67,9,3.58,MU,1733305648
409,vacaria,-28.5122,-50.9339,12.71,86,99,3.17,BR,1733305649
410,yuzhno-kurilsk,44.0306,145.8556,1.01,83,96,3.34,RU,1733305650
411,bubaque,11.2833,-15.8333,26.67,42,100,4.06,GW,1733305651
412,belyy yar,53.6039,91.3903,-1.06,74,40,5.0,RU,1733305652
413,kailua-kona,19.6406,-155.9956,23.98,79,0,1.54,US,1733305653
414,ketchikan,55.3422,-131.6461,9.87,93,100,6.69,US,1733305654
415,shalkar,47.8288,59.6258,0.13,63,60,0.44,KZ,1733305655
416,kill devil hills,36.0307,-75.676,3.88,58,0,2.06,US,1733305656
417,usogorsk,63.4106,48.6872,0.38,99,100,1.86,RU,1733305657
418,dalandzadgad,43.5708,104.425,-6.7,77,4,4.61,MN,1733305646
419,porangatu,-13.4408,-49.1486,23.72,83,100,0.86,BR,1733305660
420,pasighat,28.0667,95.3333,21.25,51,3,0.8,IN,1733305661
421,wenchang,30.904,118.4887,12.08,62,100,5.16,CN,1733305662
422,lawas,13.764,121.0566,26.89,84,98,3.32,PH,1733305664
423,malanville,11.8685,3.3899,28.05,14,30,6.37,BJ,1733305665
424,praia da vitoria,38.7333,-27.0667,17.14,88,20,3.21,PT,1733305666
425,naxos,37.1056,25.3764,16.15,32,40,2.57,GR,1733305667
426,muntok,-2.0667,105.1833,29.09,67,99,0.84,ID,1733305668
427,susuman,62.7833,148.1667,-18.5,100,100,0.95,RU,1733305669
428,iquique,-20.2208,-70.1431,17.94,79,100,0.84,CL,1733305659
429,san andres,12.5847,-81.7006,27.01,89,40,8.75,CO,1733305672
430,brumadinho,-20.1433,-44.1997,21.66,93,100,0.99,BR,1733305399
431,fort mcmurray,56.7268,-111.381,-21.23,77,75,4.12,CA,1733305674
432,olyokminsk,60.3736,120.4264,-30.61,99,80,0.69,RU,1733305675
433,cheremukhovo,60.3484,59.9851,-1.79,85,15,2.64,RU,1733305676
434,bandarbeyla,9.4942,50.8122,27.61,56,0,10.56,SO,1733305677
435,la bresse,47.9997,6.865,0.66,84,82,1.16,FR,1733305678
436,berdigestyakh,62.0989,126.6992,-30.45,97,30,1.86,RU,1733305664
437,miramar beach,30.3744,-86.3586,2.99,72,4,3.71,US,1733305680
438,motca,47.25,26.6167,0.88,82,100,1.47,RO,1733305681
439,kone,-21.0595,164.8658,26.63,72,100,0.75,NC,1733305682
440,ambatondrazaka,-17.8333,48.4167,28.17,45,98,1.43,MG,1733305685
441,chokwe,-24.5333,32.9833,39.76,16,70,2.52,MZ,1733305686
442,oppdal,62.5943,9.6912,-10.22,64,84,6.52,NO,1733305415
443,kingsville,27.5159,-97.8561,15.14,100,100,0.0,US,1733305688
444,port moresby,-9.4431,147.1797,25.68,94,75,2.06,PG,1733305689
445,ust'-ilimsk,58.0006,102.6619,-19.3,100,82,2.02,RU,1733305690
446,khash,28.2211,61.2158,17.8,25,0,2.96,IR,1733305691
447,fort st. john,56.2499,-120.8529,-13.06,78,100,7.72,CA,1733305692
448,sampit,-2.5333,112.95,25.27,96,100,1.05,ID,1733305693
449,palopo,-2.9996,120.1921,25.96,90,100,0.93,ID,1733305695
450,tanumah,27.1,44.1333,22.8,32,27,4.21,SA,1733305696
451,illapel,-31.6308,-71.1653,11.43,79,0,1.35,CL,1733305697
452,kamloops,50.6665,-120.3192,-0.45,86,100,2.06,CA,1733305698
453,laguna,38.421,-121.4238,7.25,93,0,2.57,US,1733305682
454,narvik,68.4384,17.4272,-1.77,90,98,2.95,NO,1733305700
455,dokkum,53.3222,5.997,5.55,93,100,0.51,NL,1733305701
456,bikenibeu village,1.3673,173.1241,28.98,74,20,5.14,KI,1733305702
457,robertsport,6.7533,-11.3686,27.76,73,86,1.54,LR,1733305703
458,sabaudia,41.3003,13.0282,13.28,70,100,4.82,IT,1733305704
459,kruisfontein,-34.0033,24.7314,26.09,38,74,4.59,ZA,1733305705
460,jayapura,-2.5333,140.7,26.66,88,94,0.49,ID,1733305707
461,sarria,42.7815,-7.4143,9.7,95,90,0.79,ES,1733305708
462,san felipe,10.3399,-68.7425,21.44,96,97,0.7,VE,1733305709
463,yabelo,4.8833,38.0833,23.48,32,14,5.35,ET,1733305710
464,amahai,-3.3333,128.9167,27.37,82,100,2.08,ID,1733305711
465,necochea,-38.5473,-58.7368,13.26,57,0,5.48,AR,1733305503
466,saint-pierre,-21.3393,55.4781,29.82,54,20,4.63,RE,1733305713
467,pontalina,-17.525,-49.4472,20.65,99,100,0.58,BR,1733305714
468,san antonio de pale,-1.4014,5.6325,25.72,82,100,2.56,GQ,1733305715
469,dauphin,51.1494,-100.0502,-12.92,66,100,10.29,CA,1733305716
470,hadibu,12.65,54.0333,26.79,61,15,6.55,YE,1733305717
471,zheleznodorozhnyy,55.7503,38.0042,0.05,97,100,2.81,RU,1733305718
472,bengkulu,-3.8004,102.2655,26.09,87,71,4.14,ID,1733305720
473,salinas,36.6777,-121.6555,13.77,76,0,2.06,US,1733305541
474,iwaki,37.05,140.8833,8.76,67,30,5.66,JP,1733305722
475,la passe,45.5549,-0.8967,7.93,67,30,1.82,FR,1733305723
476,nogliki,51.8333,143.1667,-19.94,95,63,2.92,RU,1733305724
477,istgah-e rah ahan-e garmsar,35.2346,52.3094,10.46,27,0,1.15,IR,1733305725
478,choma,-16.8065,26.9531,33.31,13,24,3.14,ZM,1733305726
479,quellon,-43.1167,-73.6167,10.77,92,100,2.93,CL,1733305727
480,axminster,50.7826,-2.9979,6.79,96,81,3.05,GB,1733305729
481,caleta de carquin,-11.0925,-77.6267,19.58,89,100,3.04,PE,1733305731
482,lai chau,22.3997,103.4517,18.44,81,10,0.95,VN,1733305732
483,mount carmel,38.4109,-87.7614,-0.03,78,21,6.52,US,1733305733
484,mahina,-17.5065,-149.489,24.87,78,0,1.03,PF,1733305734
485,hirara,24.8,125.2833,22.15,73,75,9.26,JP,1733305735
486,sayla,22.55,71.4667,31.23,24,6,5.0,IN,1733305736
487,beyneu,45.3167,55.2,3.79,61,31,4.17,KZ,1733305737
488,fergus falls,46.283,-96.0776,1.4,95,100,7.2,US,1733305738
489,karasburg,-28.0167,18.75,28.2,15,0,3.62,NA,1733305739
490,illushi,6.6667,6.6308,32.29,21,38,2.58,NG,1733305740
491,mabaruma,8.2,-59.7833,21.35,100,63,0.36,GY,1733305743
492,palmer,42.1584,-72.3287,-4.5,74,0,3.09,US,1733305744
493,kuvshinovo,57.0295,34.1725,-3.03,82,74,2.71,RU,1733305745
494,tarija,-21.5355,-64.7296,12.33,88,100,1.47,BO,1733305529
495,al ghayzah,16.2079,52.176,27.59,32,4,4.59,YE,1733305747
496,murphysboro,37.7645,-89.3351,2.3,63,100,6.17,US,1733305748
497,phan rang-thap cham,11.5667,108.9833,24.37,92,90,3.86,VN,1733305749
498,humaita,-7.5061,-63.0208,23.35,98,100,0.87,BR,1733305750
499,nizhnekamsk,55.6366,51.8245,-1.56,93,100,9.0,RU,1733305751
500,mar del plata,-38.0023,-57.5575,14.18,81,0,0.45,AR,1733305419
501,ko lanta,7.5336,99.0865,24.99,86,100,4.36,TH,1733305754
502,cold lake,54.4502,-110.2017,-20.03,77,40,4.12,CA,1733305755
503,marsa alam,25.0757,34.8918,22.35,43,0,5.89,EG,1733305756
504,kemin,42.7846,75.6892,3.12,61,8,0.88,KG,1733305757
505,buon ma thuot,12.6667,108.05,22.54,80,97,3.52,VN,1733305758
506,santa cruz,-17.8,-63.1667,19.7,88,75,3.09,BO,1733305759
507,agnibilekrou,7.1344,-3.2047,31.64,24,6,2.05,CI,1733305760
508,peace river,56.2501,-117.286,-14.08,96,100,4.12,CA,1733305747
509,tutoia,-2.7619,-42.2744,26.07,82,98,4.02,BR,1733305519
510,itoman,26.1247,127.6694,21.01,52,20,5.14,JP,1733305763
511,taco pozo,-25.6167,-63.2833,16.15,64,97,1.47,AR,1733305764
512,barreirinhas,-2.7469,-42.8264,26.4,80,95,2.65,BR,1733305766
513,nyurba,63.2842,118.3319,-30.83,98,48,1.9,RU,1733305767
514,chui,-33.6971,-53.4616,13.16,65,0,2.54,UY,1733305768
515,st. john's,47.5649,-52.7093,-1.79,85,20,2.06,CA,1733305769
516,izazi,-7.2,35.7333,32.51,38,51,3.28,TZ,1733305770
517,vorkuta,67.5,64.0,-2.74,98,100,2.54,RU,1733305771
518,massenya,11.4039,16.1705,30.04,13,2,3.8,TD,1733305772
519,forster,-32.1667,152.5167,22.43,94,96,3.13,AU,1733305773
520,gillette,44.2911,-105.5022,0.62,56,0,6.17,US,1733305774
521,ingeniero guillermo n. juarez,-23.9,-61.85,19.36,54,100,1.67,AR,1733305775
522,nanao,37.05,136.9667,7.39,74,89,2.52,JP,1733305776
523,rivera,-30.9053,-55.5508,14.06,99,0,3.29,UY,1733305596
524,covington,39.0837,-84.5086,-4.29,86,0,4.63,US,1733305779
525,carepa,7.7585,-76.6525,24.88,100,75,1.54,CO,1733305780
526,borzna,51.2546,32.4269,-0.07,82,31,1.66,UA,1733305781
527,nantucket,41.2835,-70.0995,1.06,75,100,7.55,US,1733305771
528,basse-terre,16.1667,-61.6667,23.11,82,22,4.03,GP,1733305783
529,zanjan,36.6736,48.4787,7.83,29,0,5.14,IR,1733305784
530,chiquinquira,5.6164,-73.8175,8.57,97,42,1.04,CO,1733305785
531,sete lagoas,-19.4658,-44.2467,21.04,89,100,0.9,BR,1733305786
532,valencia,39.3333,-0.8333,14.67,54,95,4.98,ES,1733305615
533,coraopolis,40.5184,-80.1667,-3.37,85,75,2.57,US,1733305788
534,burlington,39.8835,-74.6413,-4.95,80,0,1.54,US,1733305542
535,claveria,18.6074,121.0832,24.91,93,99,6.37,PH,1733305791
536,manadhoo,5.7667,73.3833,27.81,68,93,4.86,MV,1733305792
537,shumikha,55.2261,63.2961,-4.74,96,22,2.47,RU,1733305794
538,buka,40.8108,69.1986,9.66,43,14,1.15,UZ,1733305795
539,mandera,3.9366,41.867,33.78,24,21,6.5,KE,1733305796
540,maxixe,-23.8597,35.3472,30.9,62,20,9.39,MZ,1733305797
541,grafton,42.207,-71.6856,-2.86,81,0,4.63,US,1733305799
542,coyuca de catalan,18.3333,-100.65,19.95,52,72,0.52,MX,1733305800
543,ust'-barguzin,53.45,108.9833,-10.22,73,88,1.95,RU,1733305801
544,avesta,60.1455,16.1679,-8.82,99,95,0.33,SE,1733305802
545,tateyama,34.9833,139.8667,15.34,75,84,7.25,JP,1733305803
546,holualoa,19.6228,-155.9522,21.91,82,0,1.54,US,1733305804
547,beitbridge,-22.2167,30.0,39.27,13,47,2.59,ZW,1733305805
548,pandan,14.0453,124.1694,26.3,89,70,4.17,PH,1733305807
549,dhuusamarreeb,5.535,46.3861,32.1,25,59,7.83,SO,1733305808
550,mo i rana,66.3128,14.1428,-12.74,92,0,1.03,NO,1733305809
551,severoural'sk,60.1533,59.952,0.74,72,49,5.06,RU,1733305810
552,ribeira brava,32.65,-17.0667,20.4,63,10,2.54,PT,1733305811
553,abu dhabi,24.4667,54.3667,27.06,32,0,3.6,AE,1733305812
554,sirkazhi,11.2333,79.7333,29.37,69,90,2.86,IN,1733305813
555,sosnovyy bor,59.9,29.1167,0.39,67,6,4.1,RU,1733305717
556,fuling,29.7022,107.3919,12.57,96,100,1.08,CN,1733305816
557,sarkand,45.41,79.9186,-2.24,91,53,1.61,KZ,1733305817
558,port-gentil,-0.7193,8.7815,24.98,94,75,2.57,GA,1733305818
559,ruscova,47.7883,24.2808,2.18,77,100,0.72,RO,1733305819
560,magadan,59.5667,150.8,-7.84,70,43,4.84,RU,1733305820
561,mili,6.0815,171.735,28.25,78,99,7.56,MH,1733305821
562,manbij,36.5281,37.9549,11.6,44,100,4.34,SY,1733305824
563,korla,41.7597,86.1469,2.61,53,13,1.8,CN,1733305825
564,mozarlandia,-14.7447,-50.5706,22.98,92,100,1.11,BR,1733305826
565,notodden,59.5594,9.2585,-8.08,86,0,0.0,NO,1733305827
566,medicine hat,50.0501,-110.6683,-1.55,87,100,1.34,CA,1733305828
567,vilyuchinsk,52.9306,158.4028,-1.85,89,100,0.84,RU,1733305829
568,da nang,16.0678,108.2208,25.99,78,20,2.57,VN,1733305830
569,xichang,27.8964,102.2634,12.59,67,95,1.3,CN,1733305831
570,sogndal,61.2283,7.1003,-1.79,39,0,3.6,NO,1733305833
571,cefalu,38.0386,14.0229,16.53,61,27,1.79,IT,1733305834
572,san felice circeo,41.2372,13.0942,14.9,68,99,4.79,IT,1733305835
573,fes,34.0372,-4.9998,14.14,94,75,3.09,MA,1733305553
574,kodinsk,58.6881,99.1844,-11.72,96,100,1.44,RU,1733305838
575,new plymouth,-39.0667,174.0833,18.23,100,67,3.66,NZ,1733305840
576,harstad,68.799,16.5293,-2.14,95,87,3.13,NO,1733305842
577,tubarjal,30.4999,38.216,17.83,36,0,0.55,SA,1733305843
